Date,Opp,points,pitcher,code,Dec_1,DR_1,H_1,ER_1,BB_1,SO_1,HR_1,HBP_1,FIP_1,Outs_1,points_1,QS_1,bucket_1,Dec_5,DR_5,H_5,ER_5,BB_5,SO_5,HR_5,HBP_5,FIP_5,Outs_5,points_5,QS_5,bucket_5,Dec_all,DR_all,H_all,ER_all,BB_all,SO_all,HR_all,HBP_all,FIP_all,Outs_all,points_all,QS_all,bucket_all,bucket
2023-04-11,LAA,5,Josiah Gray,grayjo03,-1.0,4.0,8.0,1.0,1.0,6.0,0.0,0.0,5.8,18.0,10.0,1.0,0<.<=10,-1.0,4.0,8.0,1.0,1.0,6.0,0.0,0.0,5.8,18.0,10.0,1.0,0<.<=10,-1.0,4.0,8.0,1.0,1.0,6.0,0.0,0.0,5.8,18.0,10.0,1.0,0<.<=10,
2023-04-18,BAL,5,Josiah Gray,grayjo03,-1.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,6.08,17.0,5.0,0.0,0<.<=10,-1.0,4.0,6.0,1.5,1.5,4.5,0.5,1.0,5.9399999999999995,17.5,7.5,0.5,0<.<=10,-1.0,4.0,6.0,1.5,1.5,4.5,0.5,1.0,5.9399999999999995,17.5,7.5,0.5,0<.<=10,0<.<=10
2023-04-25,NYM,25,Josiah Gray,grayjo03,-1.0,6.0,4.0,1.0,4.0,3.0,0.0,0.0,5.7,15.0,5.0,0.0,0<.<=10,-1.0,4.666666666666667,5.333333333333333,1.3333333333333333,2.3333333333333335,4.0,0.3333333333333333,0.6666666666666666,5.859999999999999,16.666666666666668,6.666666666666667,0.3333333333333333,0<.<=10,-1.0,4.666666666666667,5.333333333333333,1.3333333333333333,2.3333333333333335,4.0,0.3333333333333333,0.6666666666666666,5.859999999999999,16.666666666666668,6.666666666666667,0.3333333333333333,0<.<=10,20<.<=30
2023-04-30,PIT,19,Josiah Gray,grayjo03,1.0,6.0,4.0,0.0,1.0,9.0,0.0,0.0,4.63,18.0,25.0,1.0,20<.<=30,-0.5,5.0,5.0,1.0,2.0,5.25,0.25,0.5,5.552499999999999,17.0,11.25,0.5,10<.<=20,-0.5,5.0,5.0,1.0,2.0,5.25,0.25,0.5,5.552499999999999,17.0,11.25,0.5,10<.<=20,10<.<=20
2023-05-05,ARI,3,Josiah Gray,grayjo03,1.0,4.0,3.0,1.0,3.0,6.0,0.0,0.0,4.3,18.0,19.0,1.0,10<.<=20,-0.2,4.8,4.6,1.0,2.2,5.4,0.2,0.4,5.302,17.2,12.8,0.6,10<.<=20,-0.2,4.8,4.6,1.0,2.2,5.4,0.2,0.4,5.302,17.2,12.8,0.6,10<.<=20,0<.<=10
2023-05-10,SFG,14,Josiah Gray,grayjo03,-1.0,4.0,7.0,3.0,2.0,6.0,1.0,0.0,4.34,15.0,3.0,0.0,0<.<=10,-0.2,4.8,4.4,1.4,2.4,5.4,0.4,0.4,5.01,16.6,11.4,0.4,10<.<=20,-0.3333333333333333,4.666666666666667,5.0,1.3333333333333333,2.1666666666666665,5.5,0.3333333333333333,0.3333333333333333,5.141666666666667,16.833333333333332,11.166666666666666,0.5,10<.<=20,10<.<=20
2023-05-16,MIA,14,Josiah Gray,grayjo03,1.0,4.0,5.0,2.0,4.0,3.0,0.0,0.0,4.31,21.0,14.0,1.0,10<.<=20,0.2,4.8,4.6,1.4,2.8,5.4,0.2,0.0,4.656,17.4,13.2,0.6,10<.<=20,-0.14285714285714285,4.571428571428571,5.0,1.4285714285714286,2.4285714285714284,5.142857142857143,0.2857142857142857,0.2857142857142857,5.022857142857142,17.428571428571427,11.571428571428571,0.5714285714285714,10<.<=20,10<.<=20
2023-05-21,DET,9,Josiah Gray,grayjo03,0.0,5.0,7.0,1.0,3.0,5.0,0.0,0.0,4.15,21.0,14.0,1.0,10<.<=20,0.4,4.6,5.2,1.4,2.6,5.8,0.2,0.0,4.345999999999999,18.6,15.0,0.8,10<.<=20,-0.125,4.625,5.25,1.375,2.5,5.125,0.25,0.25,4.91375,17.875,11.875,0.625,10<.<=20,0<.<=10
2023-05-27,KCR,5,Josiah Gray,grayjo03,1.0,4.0,3.0,1.0,6.0,2.0,0.0,0.0,4.31,15.0,9.0,0.0,0<.<=10,0.4,4.2,5.0,1.6,3.6,4.4,0.2,0.0,4.282,18.0,11.8,0.6,10<.<=20,0.0,4.555555555555555,5.0,1.3333333333333333,2.888888888888889,4.777777777777778,0.2222222222222222,0.2222222222222222,4.846666666666668,17.555555555555557,11.555555555555555,0.5555555555555556,10<.<=20,0<.<=10
2023-06-02,PHI,4,Josiah Gray,grayjo03,0.0,5.0,4.0,2.0,3.0,4.0,1.0,0.0,4.47,12.0,5.0,0.0,0<.<=10,0.2,4.4,5.2,1.8,3.6,4.0,0.4,0.0,4.316,16.8,9.0,0.4,0<.<=10,0.0,4.6,4.9,1.4,2.9,4.7,0.3,0.2,4.809,17.0,10.9,0.5,10<.<=20,0<.<=10
2023-06-09,ATL,13,Josiah Gray,grayjo03,0.0,5.0,6.0,4.0,2.0,4.0,2.0,0.0,4.73,16.0,4.0,0.0,0<.<=10,0.4,4.6,5.0,2.0,3.6,3.6,0.6,0.0,4.394,17.0,9.2,0.4,0<.<=10,0.0,4.636363636363637,5.0,1.6363636363636365,2.8181818181818183,4.636363636363637,0.45454545454545453,0.18181818181818182,4.801818181818183,16.90909090909091,10.272727272727273,0.45454545454545453,10<.<=20,10<.<=20
2023-06-14,HOU,11,Josiah Gray,grayjo03,0.0,6.0,2.0,1.0,4.0,6.0,0.0,0.0,4.63,15.0,13.0,0.0,10<.<=20,0.2,5.0,4.4,1.8,3.6,4.2,0.6,0.0,4.458,15.8,9.0,0.2,0<.<=10,0.0,4.75,4.75,1.5833333333333333,2.9166666666666665,4.75,0.4166666666666667,0.16666666666666666,4.7875000000000005,16.75,10.5,0.4166666666666667,10<.<=20,10<.<=20
2023-06-19,STL,-4,Josiah Gray,grayjo03,0.0,4.0,6.0,4.0,0.0,5.0,2.0,1.0,4.75,21.0,11.0,0.0,10<.<=20,0.2,4.8,4.2,2.4,3.0,4.2,1.0,0.2,4.578,15.8,8.4,0.0,0<.<=10,0.0,4.6923076923076925,4.846153846153846,1.7692307692307692,2.6923076923076925,4.769230769230769,0.5384615384615384,0.23076923076923078,4.784615384615385,17.076923076923077,10.538461538461538,0.38461538461538464,10<.<=20,-10<.<=0
2023-06-24,SDP,17,Josiah Gray,grayjo03,-1.0,4.0,9.0,6.0,1.0,6.0,2.0,0.0,4.86,15.0,-4.0,0.0,-10<.<=0,-0.2,4.8,5.4,3.4,2.0,5.0,1.4,0.2,4.688,15.8,5.8,0.0,0<.<=10,-0.07142857142857142,4.642857142857143,5.142857142857143,2.0714285714285716,2.5714285714285716,4.857142857142857,0.6428571428571429,0.21428571428571427,4.790000000000001,16.928571428571427,9.5,0.35714285714285715,0<.<=10,10<.<=20
2023-06-30,PHI,20,Josiah Gray,grayjo03,1.0,4.0,4.0,0.0,4.0,6.0,0.0,0.0,4.77,16.0,17.0,0.0,10<.<=20,0.0,4.6,5.4,3.0,2.2,5.4,1.2,0.2,4.747999999999999,16.6,8.2,0.0,0<.<=10,0.0,4.6,5.066666666666666,1.9333333333333333,2.6666666666666665,4.933333333333334,0.6,0.2,4.788666666666668,16.866666666666667,10.0,0.3333333333333333,0<.<=10,10<.<=20
2023-07-05,CIN,-1,Josiah Gray,grayjo03,1.0,5.0,6.0,1.0,1.0,8.0,0.0,0.0,4.54,18.0,20.0,1.0,10<.<=20,0.2,4.6,5.4,2.4,2.0,6.2,0.8,0.2,4.709999999999999,17.0,11.4,0.2,10<.<=20,0.0625,4.625,5.125,1.875,2.5625,5.125,0.5625,0.1875,4.773124999999999,16.9375,10.625,0.375,10<.<=20,-10<.<=0
2023-07-16,STL,-6,Josiah Gray,grayjo03,-1.0,4.0,8.0,3.0,4.0,6.0,2.0,1.0,4.76,15.0,-1.0,0.0,-10<.<=0,0.0,4.2,6.6,2.8,2.0,6.2,1.2,0.4,4.736,17.0,8.6,0.2,0<.<=10,0.0,4.588235294117647,5.294117647058823,1.9411764705882353,2.6470588235294117,5.176470588235294,0.6470588235294118,0.23529411764705882,4.772352941176471,16.823529411764707,9.941176470588236,0.35294117647058826,0<.<=10,-10<.<=0
2023-07-22,SFG,19,Josiah Gray,grayjo03,-1.0,10.0,10.0,4.0,1.0,2.0,1.0,1.0,4.83,15.0,-6.0,0.0,-10<.<=0,-0.2,5.4,7.4,2.8,2.2,5.6,1.0,0.4,4.752,15.8,5.2,0.2,0<.<=10,-0.05555555555555555,4.888888888888889,5.555555555555555,2.0555555555555554,2.5555555555555554,5.0,0.6666666666666666,0.2777777777777778,4.775555555555555,16.72222222222222,9.055555555555555,0.3333333333333333,0<.<=10,10<.<=20
2023-07-27,NYM,15,Josiah Gray,grayjo03,1.0,5.0,4.0,1.0,3.0,4.0,0.0,0.0,4.74,21.0,19.0,1.0,10<.<=20,0.2,5.6,6.4,1.8,2.6,5.2,0.6,0.4,4.728,17.0,9.8,0.4,0<.<=10,0.0,4.894736842105263,5.473684210526316,2.0,2.5789473684210527,4.947368421052632,0.631578947368421,0.2631578947368421,4.773684210526315,16.94736842105263,9.578947368421053,0.3684210526315789,0<.<=10,10<.<=20
2023-08-01,MIL,-6,Josiah Gray,grayjo03,0.0,4.0,2.0,0.0,3.0,4.0,0.0,2.0,4.73,18.0,15.0,1.0,10<.<=20,0.0,5.6,6.0,1.8,2.4,4.8,0.6,0.8,4.720000000000001,17.4,9.4,0.6,0<.<=10,0.0,4.85,5.3,1.9,2.6,4.9,0.6,0.35,4.7715,17.0,9.85,0.4,0<.<=10,-10<.<=0
2023-08-08,PHI,3,Josiah Gray,grayjo03,-1.0,4.0,4.0,5.0,3.0,3.0,0.0,0.0,4.71,11.0,-6.0,0.0,-10<.<=0,-0.4,5.4,5.6,2.6,2.8,3.8,0.6,0.8,4.7540000000000004,16.0,4.2,0.4,0<.<=10,-0.047619047619047616,4.809523809523809,5.238095238095238,2.0476190476190474,2.619047619047619,4.809523809523809,0.5714285714285714,0.3333333333333333,4.768571428571428,16.714285714285715,9.095238095238095,0.38095238095238093,0<.<=10,0<.<=10
2023-08-15,BOS,-8,Josiah Gray,grayjo03,0.0,6.0,6.0,4.0,2.0,5.0,1.0,0.0,4.73,14.0,3.0,0.0,0<.<=10,-0.2,5.8,5.2,2.8,2.4,3.6,0.4,0.6,4.748,15.8,5.0,0.4,0<.<=10,-0.045454545454545456,4.863636363636363,5.2727272727272725,2.1363636363636362,2.590909090909091,4.818181818181818,0.5909090909090909,0.3181818181818182,4.766818181818182,16.59090909090909,8.818181818181818,0.36363636363636365,0<.<=10,-10<.<=0
2023-08-22,NYY,13,Josiah Gray,grayjo03,-1.0,6.0,5.0,5.0,3.0,4.0,1.0,0.0,4.8,9.0,-8.0,0.0,-10<.<=0,-0.2,5.0,4.2,3.0,2.8,4.0,0.4,0.4,4.742,14.6,4.6,0.4,0<.<=10,-0.08695652173913043,4.913043478260869,5.260869565217392,2.260869565217391,2.608695652173913,4.782608695652174,0.6086956521739131,0.30434782608695654,4.768260869565217,16.26086956521739,8.08695652173913,0.34782608695652173,0<.<=10,10<.<=20
2023-08-28,TOR,-11,Josiah Gray,grayjo03,0.0,6.0,1.0,1.0,5.0,4.0,1.0,1.0,4.9,18.0,13.0,1.0,10<.<=20,-0.4,5.2,3.6,3.0,3.2,4.0,0.6,0.6,4.774000000000001,14.0,3.4,0.4,0<.<=10,-0.08333333333333333,4.958333333333333,5.083333333333333,2.2083333333333335,2.7083333333333335,4.75,0.625,0.3333333333333333,4.77375,16.333333333333332,8.291666666666666,0.375,0<.<=10,.<=-10
2023-09-03,MIA,-1,Josiah Gray,grayjo03,-1.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,4.93,6.0,-11.0,0.0,.<=-10,-0.6,5.4,4.0,3.8,3.4,3.6,0.6,0.2,4.814,11.6,-1.8,0.2,-10<.<=0,-0.12,4.96,5.04,2.28,2.76,4.64,0.6,0.32,4.78,15.92,7.52,0.36,0<.<=10,-10<.<=0
2023-04-11,HOU,13,Mitch Keller,kellemi03,1.0,5.0,4.0,1.0,2.0,7.0,0.0,0.0,3.34,21.0,23.0,1.0,20<.<=30,1.0,5.0,4.0,1.0,2.0,7.0,0.0,0.0,3.34,21.0,23.0,1.0,20<.<=30,1.0,5.0,4.0,1.0,2.0,7.0,0.0,0.0,3.34,21.0,23.0,1.0,20<.<=30,10<.<=20
2023-04-16,STL,6,Mitch Keller,kellemi03,0.0,5.0,6.0,2.0,2.0,7.0,2.0,0.0,4.33,18.0,13.0,1.0,10<.<=20,0.5,5.0,5.0,1.5,2.0,7.0,1.0,0.0,3.835,19.5,18.0,1.0,10<.<=20,0.5,5.0,5.0,1.5,2.0,7.0,1.0,0.0,3.835,19.5,18.0,1.0,10<.<=20,0<.<=10
2023-04-21,CIN,16,Mitch Keller,kellemi03,0.0,4.0,7.0,3.0,2.0,3.0,1.0,0.0,4.61,18.0,6.0,1.0,0<.<=10,0.3333333333333333,4.666666666666667,5.666666666666667,2.0,2.0,5.666666666666667,1.0,0.0,4.093333333333334,19.0,14.0,1.0,10<.<=20,0.3333333333333333,4.666666666666667,5.666666666666667,2.0,2.0,5.666666666666667,1.0,0.0,4.093333333333334,19.0,14.0,1.0,10<.<=20,10<.<=20
2023-04-27,LAD,21,Mitch Keller,kellemi03,1.0,4.0,4.0,2.0,1.0,5.0,0.0,1.0,4.2,18.0,16.0,1.0,10<.<=20,0.5,4.5,5.25,2.0,1.75,5.5,0.75,0.25,4.12,18.75,14.5,1.0,10<.<=20,0.5,4.5,5.25,2.0,1.75,5.5,0.75,0.25,4.12,18.75,14.5,1.0,10<.<=20,20<.<=30
2023-05-03,TBR,12,Mitch Keller,kellemi03,1.0,5.0,5.0,2.0,1.0,10.0,0.0,0.0,3.57,18.0,21.0,1.0,20<.<=30,0.6,4.6,5.2,2.0,1.6,6.4,0.6,0.2,4.01,18.6,15.8,1.0,10<.<=20,0.6,4.6,5.2,2.0,1.6,6.4,0.6,0.2,4.01,18.6,15.8,1.0,10<.<=20,10<.<=20
2023-05-08,COL,33,Mitch Keller,kellemi03,-1.0,5.0,5.0,1.0,1.0,8.0,0.0,0.0,3.21,15.0,12.0,0.0,10<.<=20,0.2,4.6,5.4,2.0,1.4,6.6,0.6,0.2,3.9840000000000004,17.4,13.6,0.8,10<.<=20,0.3333333333333333,4.666666666666667,5.166666666666667,1.8333333333333333,1.5,6.666666666666667,0.5,0.16666666666666666,3.876666666666667,18.0,15.166666666666666,0.8333333333333334,10<.<=20,20<.<=30
2023-05-14,BAL,32,Mitch Keller,kellemi03,1.0,4.0,4.0,0.0,1.0,8.0,0.0,0.0,2.95,27.0,33.0,1.0,30<.,0.4,4.4,5.0,1.6,1.2,6.8,0.2,0.2,3.7079999999999997,19.2,17.6,0.8,10<.<=20,0.42857142857142855,4.571428571428571,5.0,1.5714285714285714,1.4285714285714286,6.857142857142857,0.42857142857142855,0.14285714285714285,3.744285714285714,19.285714285714285,17.714285714285715,0.8571428571428571,10<.<=20,30<.
2023-05-20,ARI,18,Mitch Keller,kellemi03,1.0,5.0,4.0,0.0,0.0,13.0,0.0,1.0,2.59,21.0,32.0,1.0,30<.,0.6,4.6,4.4,1.0,0.8,8.8,0.0,0.4,3.304,19.8,22.8,0.8,20<.<=30,0.5,4.625,4.875,1.375,1.25,7.625,0.375,0.25,3.6,19.5,19.5,0.875,10<.<=20,10<.<=20
2023-05-26,SEA,7,Mitch Keller,kellemi03,0.0,5.0,3.0,2.0,0.0,8.0,1.0,1.0,2.65,18.0,18.0,1.0,10<.<=20,0.4,4.8,4.2,1.0,0.6,9.4,0.2,0.4,2.994,19.8,23.2,0.8,20<.<=30,0.4444444444444444,4.666666666666667,4.666666666666667,1.4444444444444444,1.1111111111111112,7.666666666666667,0.4444444444444444,0.3333333333333333,3.4944444444444445,19.333333333333332,19.333333333333332,0.8888888888888888,10<.<=20,0<.<=10
2023-05-31,SFG,10,Mitch Keller,kellemi03,1.0,5.0,7.0,6.0,2.0,8.0,2.0,1.0,2.98,18.0,7.0,0.0,0<.<=10,0.4,4.8,4.6,1.8,0.8,9.0,0.6,0.6,2.8760000000000003,19.8,20.4,0.6,20<.<=30,0.5,4.7,4.9,1.9,1.2,7.7,0.6,0.4,3.443,19.2,18.1,0.8,10<.<=20,0<.<=10
2023-06-06,OAK,-8,Mitch Keller,kellemi03,1.0,4.0,10.0,4.0,1.0,8.0,0.0,0.0,2.83,18.0,10.0,0.0,0<.<=10,0.8,4.6,5.6,2.4,0.8,9.0,0.6,0.6,2.8,20.4,20.0,0.6,10<.<=20,0.5454545454545454,4.636363636363637,5.363636363636363,2.090909090909091,1.1818181818181819,7.7272727272727275,0.5454545454545454,0.36363636363636365,3.387272727272727,19.09090909090909,17.363636363636363,0.7272727272727273,10<.<=20,-10<.<=0
2023-06-11,NYM,24,Mitch Keller,kellemi03,-1.0,5.0,8.0,5.0,4.0,1.0,1.0,0.0,3.14,16.0,-8.0,0.0,-10<.<=0,0.4,4.8,6.4,3.4,1.4,7.6,0.8,0.6,2.838,18.2,11.8,0.4,10<.<=20,0.4166666666666667,4.666666666666667,5.583333333333333,2.3333333333333335,1.4166666666666667,7.166666666666667,0.5833333333333334,0.3333333333333333,3.3666666666666667,18.833333333333332,15.25,0.6666666666666666,10<.<=20,20<.<=30
2023-06-17,MIL,2,Mitch Keller,kellemi03,1.0,4.0,2.0,1.0,2.0,7.0,1.0,1.0,3.25,21.0,24.0,1.0,20<.<=30,0.4,4.6,6.0,3.6,1.8,6.4,1.0,0.6,2.97,18.2,10.2,0.4,10<.<=20,0.46153846153846156,4.615384615384615,5.3076923076923075,2.230769230769231,1.4615384615384615,7.153846153846154,0.6153846153846154,0.38461538461538464,3.3576923076923078,19.0,15.923076923076923,0.6923076923076923,10<.<=20,0<.<=10
2023-06-22,MIA,19,Mitch Keller,kellemi03,-1.0,5.0,5.0,4.0,3.0,7.0,1.0,1.0,3.37,15.0,2.0,0.0,0<.<=10,0.2,4.6,6.4,4.0,2.4,6.2,1.0,0.6,3.114,17.6,7.0,0.2,0<.<=10,0.35714285714285715,4.642857142857143,5.285714285714286,2.357142857142857,1.5714285714285714,7.142857142857143,0.6428571428571429,0.42857142857142855,3.358571428571428,18.714285714285715,14.928571428571429,0.6428571428571429,10<.<=20,10<.<=20
2023-06-28,SDP,18,Mitch Keller,kellemi03,0.0,4.0,5.0,1.0,0.0,5.0,0.0,0.0,3.26,21.0,19.0,1.0,10<.<=20,0.0,4.4,6.0,3.0,2.0,5.6,0.6,0.4,3.17,18.2,9.4,0.4,0<.<=10,0.3333333333333333,4.6,5.266666666666667,2.2666666666666666,1.4666666666666666,7.0,0.6,0.4,3.3519999999999994,18.866666666666667,15.2,0.6666666666666666,10<.<=20,10<.<=20
2023-07-03,LAD,1,Mitch Keller,kellemi03,1.0,5.0,4.0,1.0,2.0,5.0,0.0,0.0,3.22,18.0,18.0,1.0,10<.<=20,0.0,4.6,4.8,2.4,2.2,5.0,0.6,0.4,3.248,18.2,11.0,0.6,10<.<=20,0.375,4.625,5.1875,2.1875,1.5,6.875,0.5625,0.375,3.34375,18.8125,15.375,0.6875,10<.<=20,0<.<=10
2023-07-08,ARI,19,Mitch Keller,kellemi03,-1.0,4.0,8.0,4.0,1.0,7.0,1.0,1.0,3.27,15.0,1.0,0.0,0<.<=10,0.0,4.4,4.8,2.2,1.6,6.2,0.6,0.6,3.274,18.0,12.8,0.6,10<.<=20,0.29411764705882354,4.588235294117647,5.352941176470588,2.2941176470588234,1.4705882352941178,6.882352941176471,0.5882352941176471,0.4117647058823529,3.3394117647058827,18.58823529411765,14.529411764705882,0.6470588235294118,10<.<=20,10<.<=20
2023-07-18,CLE,-12,Mitch Keller,kellemi03,0.0,4.0,1.0,0.0,5.0,4.0,0.0,0.0,3.33,21.0,19.0,1.0,10<.<=20,-0.2,4.4,4.6,2.0,2.2,5.6,0.4,0.4,3.29,18.0,11.8,0.6,10<.<=20,0.2777777777777778,4.555555555555555,5.111111111111111,2.1666666666666665,1.6666666666666667,6.722222222222222,0.5555555555555556,0.3888888888888889,3.338888888888889,18.72222222222222,14.777777777777779,0.6666666666666666,10<.<=20,.<=-10
2023-07-23,LAA,-3,Mitch Keller,kellemi03,-1.0,9.0,10.0,8.0,2.0,1.0,2.0,0.0,3.57,18.0,-12.0,0.0,.<=-10,-0.2,5.2,5.6,2.8,2.0,4.4,0.6,0.2,3.3299999999999996,18.6,9.0,0.6,0<.<=10,0.21052631578947367,4.7894736842105265,5.368421052631579,2.473684210526316,1.6842105263157894,6.421052631578948,0.631578947368421,0.3684210526315789,3.3510526315789475,18.68421052631579,13.368421052631579,0.631578947368421,10<.<=20,-10<.<=0
2023-07-28,PHI,9,Mitch Keller,kellemi03,-1.0,4.0,9.0,6.0,1.0,7.0,3.0,0.0,3.77,15.0,-3.0,0.0,-10<.<=0,-0.4,5.2,6.4,3.8,2.2,4.8,1.2,0.2,3.432,17.4,4.6,0.4,0<.<=10,0.15,4.75,5.55,2.65,1.65,6.45,0.75,0.35,3.372,18.5,12.55,0.6,10<.<=20,0<.<=10
2023-08-03,MIL,-12,Mitch Keller,kellemi03,-1.0,4.0,6.0,2.0,3.0,8.0,1.0,0.0,3.8,17.0,9.0,0.0,0<.<=10,-0.8,5.0,6.8,4.0,2.4,5.4,1.4,0.2,3.5479999999999996,17.2,2.8,0.2,0<.<=10,0.09523809523809523,4.714285714285714,5.571428571428571,2.619047619047619,1.7142857142857142,6.523809523809524,0.7619047619047619,0.3333333333333333,3.392380952380952,18.428571428571427,12.380952380952381,0.5714285714285714,10<.<=20,.<=-10
2023-08-08,ATL,3,Mitch Keller,kellemi03,-1.0,5.0,9.0,8.0,3.0,5.0,1.0,1.0,3.88,15.0,-12.0,0.0,.<=-10,-0.8,5.2,7.0,4.8,2.8,5.0,1.4,0.2,3.6699999999999995,17.2,0.2,0.2,0<.<=10,0.045454545454545456,4.7272727272727275,5.7272727272727275,2.8636363636363638,1.7727272727272727,6.454545454545454,0.7727272727272727,0.36363636363636365,3.414545454545454,18.272727272727273,11.272727272727273,0.5454545454545454,10<.<=20,0<.<=10
2023-08-13,CIN,15,Mitch Keller,kellemi03,0.0,4.0,9.0,3.0,0.0,4.0,1.0,1.0,3.92,15.0,3.0,0.0,0<.<=10,-0.8,5.2,8.6,5.4,1.8,5.0,1.6,0.4,3.7879999999999994,16.0,-3.0,0.0,-10<.<=0,0.043478260869565216,4.695652173913044,5.869565217391305,2.869565217391304,1.6956521739130435,6.3478260869565215,0.782608695652174,0.391304347826087,3.4365217391304346,18.130434782608695,10.91304347826087,0.5217391304347826,10<.<=20,10<.<=20
2023-08-19,MIN,21,Mitch Keller,kellemi03,0.0,4.0,5.0,1.0,3.0,7.0,0.0,0.0,3.86,18.0,15.0,1.0,10<.<=20,-0.6,4.2,7.6,4.0,2.0,6.2,1.2,0.4,3.846,16.0,2.4,0.2,0<.<=10,0.041666666666666664,4.666666666666667,5.833333333333333,2.7916666666666665,1.75,6.375,0.75,0.375,3.454166666666666,18.125,11.083333333333334,0.5416666666666666,10<.<=20,20<.<=30
2023-08-25,CHC,27,Mitch Keller,kellemi03,1.0,5.0,7.0,2.0,1.0,12.0,0.0,0.0,3.7,18.0,21.0,1.0,20<.<=30,-0.2,4.4,7.2,3.2,2.0,7.2,0.6,0.4,3.832,16.6,7.2,0.4,0<.<=10,0.08,4.68,5.88,2.76,1.72,6.6,0.72,0.36,3.464,18.12,11.48,0.56,10<.<=20,20<.<=30
2023-09-01,STL,16,Mitch Keller,kellemi03,1.0,5.0,4.0,0.0,1.0,6.0,0.0,1.0,3.64,24.0,27.0,1.0,20<.<=30,0.2,4.6,6.8,2.8,1.6,6.8,0.4,0.6,3.8,18.0,10.8,0.6,10<.<=20,0.11538461538461539,4.6923076923076925,5.8076923076923075,2.6538461538461537,1.6923076923076923,6.576923076923077,0.6923076923076923,0.38461538461538464,3.4707692307692306,18.346153846153847,12.076923076923077,0.5769230769230769,10<.<=20,10<.<=20
2023-09-08,ATL,-13,Mitch Keller,kellemi03,0.0,6.0,5.0,1.0,3.0,8.0,1.0,0.0,3.66,18.0,16.0,1.0,10<.<=20,0.4,4.8,6.0,1.4,1.6,7.4,0.4,0.4,3.7560000000000002,18.6,16.4,0.8,10<.<=20,0.1111111111111111,4.7407407407407405,5.777777777777778,2.5925925925925926,1.7407407407407407,6.62962962962963,0.7037037037037037,0.37037037037037035,3.4777777777777774,18.333333333333332,12.222222222222221,0.5925925925925926,10<.<=20,.<=-10
2023-04-03,CHC,7,Derek Law,lawde01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.0,2.0,0.0,0<.<=10,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.0,2.0,0.0,0<.<=10,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.0,2.0,0.0,0<.<=10,0<.<=10
2023-04-07,PHI,-9,Derek Law,lawde01,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.66,3.0,7.0,0.0,0<.<=10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,2.5,4.5,0.0,0<.<=10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,2.5,4.5,0.0,0<.<=10,-10<.<=0
2023-04-10,ATL,-6,Derek Law,lawde01,-1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,7.08,1.0,-9.0,0.0,-10<.<=0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,4.046666666666667,2.0,0.0,0.0,-10<.<=0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,4.046666666666667,2.0,0.0,0.0,-10<.<=0,-10<.<=0
2023-04-11,ATL,3,Derek Law,lawde01,-1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,10.62,0.0,-6.0,0.0,-10<.<=0,0.0,1.75,1.25,0.75,0.25,0.0,0.5,0.0,5.6899999999999995,1.5,-1.5,0.0,-10<.<=0,0.0,1.75,1.25,0.75,0.25,0.0,0.5,0.0,5.6899999999999995,1.5,-1.5,0.0,-10<.<=0,0<.<=10
2023-04-13,PHI,7,Derek Law,lawde01,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.47,3.0,3.0,0.0,0<.<=10,0.0,1.4,1.0,0.6,0.6,0.4,0.4,0.0,6.446,1.8,-0.6,0.0,-10<.<=0,0.0,1.4,1.0,0.6,0.6,0.4,0.4,0.0,6.446,1.8,-0.6,0.0,-10<.<=0,0<.<=10
2023-04-16,PHI,1,Derek Law,lawde01,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,7.05,5.0,7.0,0.0,0<.<=10,0.0,1.2,1.2,0.6,0.8,1.2,0.4,0.0,7.3759999999999994,2.4,0.4,0.0,0<.<=10,0.0,1.3333333333333333,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.0,6.546666666666666,2.3333333333333335,0.6666666666666666,0.0,0<.<=10,0<.<=10
2023-04-19,TBR,3,Derek Law,lawde01,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.53,3.0,1.0,0.0,0<.<=10,-0.4,1.6,1.2,0.6,0.8,1.2,0.4,0.0,8.15,2.4,-0.8,0.0,-10<.<=0,0.0,1.4285714285714286,1.1428571428571428,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.0,6.544285714285714,2.4285714285714284,0.7142857142857143,0.0,0<.<=10,0<.<=10
